date,BC_1MONTH,BC_3MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR,BC_30YEARDISPLAY
2009-11-19,0.03,0.02,0.14,0.27,0.73,1.24,2.18,2.88,3.35,4.19,4.29,0.00
2009-11-20,0.04,0.02,0.13,0.27,0.75,1.25,2.20,2.90,3.36,4.20,4.30,0.00
2009-11-23,0.05,0.05,0.14,0.29,0.77,1.28,2.20,2.90,3.37,4.20,4.29,0.00
2009-11-24,0.06,0.05,0.14,0.28,0.73,1.22,2.15,2.82,3.32,4.16,4.25,0.00
2009-11-25,0.07,0.05,0.14,0.26,0.73,1.23,2.11,2.78,3.28,4.12,4.23,0.00
2009-11-27,0.06,0.03,0.14,0.26,0.68,1.15,2.03,2.71,3.21,4.07,4.21,0.00
2009-11-30,0.08,0.06,0.15,0.27,0.67,1.12,2.01,2.69,3.21,4.07,4.20,0.00
2009-12-01,0.09,0.06,0.15,0.26,0.67,1.14,2.03,2.74,3.28,4.14,4.26,0.00
2009-12-02,0.08,0.05,0.15,0.28,0.72,1.19,2.09,2.80,3.32,4.14,4.26,0.00
2009-12-03,0.09,0.06,0.16,0.30,0.74,1.23,2.14,2.87,3.39,4.23,4.33,0.00
2009-12-04,0.08,0.06,0.17,0.36,0.84,1.34,2.24,2.97,3.48,4.31,4.40,0.00
2009-12-07,0.07,0.04,0.16,0.32,0.78,1.26,2.19,2.92,3.44,4.29,4.40,0.00
2009-12-08,0.02,0.03,0.15,0.29,0.73,1.21,2.12,2.86,3.40,4.28,4.39,0.00
2009-12-09,0.01,0.03,0.14,0.31,0.76,1.23,2.15,2.89,3.45,4.31,4.41,0.00
2009-12-10,0.01,0.02,0.15,0.32,0.78,1.26,2.19,2.95,3.49,4.37,4.50,0.00
2009-12-11,0.01,0.03,0.16,0.35,0.83,1.30,2.26,3.02,3.55,4.39,4.49,0.00
2009-12-14,0.02,0.04,0.16,0.37,0.87,1.35,2.30,3.04,3.56,4.39,4.49,0.00
2009-12-15,0.02,0.05,0.17,0.41,0.88,1.38,2.35,3.08,3.60,4.42,4.52,0.00
2009-12-16,0.02,0.04,0.17,0.38,0.85,1.36,2.35,3.09,3.61,4.42,4.52,0.00
2009-12-17,0.01,0.04,0.15,0.35,0.77,1.27,2.24,2.97,3.50,4.31,4.42,0.00
2009-12-18,0.01,0.05,0.16,0.36,0.82,1.32,2.30,3.04,3.55,4.36,4.46,0.00
2009-12-21,0.01,0.08,0.17,0.40,0.89,1.42,2.43,3.18,3.69,4.47,4.56,0.00
2009-12-22,0.01,0.08,0.18,0.41,0.95,1.48,2.49,3.24,3.76,4.52,4.60,0.00
2009-12-23,0.01,0.07,0.17,0.41,0.96,1.51,2.51,3.26,3.77,4.54,4.61,0.00
2009-12-24,0.02,0.05,0.18,0.43,1.00,1.56,2.57,3.32,3.82,4.60,4.68,0.00
2009-12-28,0.03,0.11,0.20,0.47,1.09,1.63,2.62,3.34,3.85,4.61,4.69,0.00
2009-12-29,0.02,0.10,0.20,0.47,1.09,1.64,2.62,3.33,3.82,4.57,4.64,0.00
2009-12-30,0.02,0.05,0.19,0.45,1.08,1.65,2.61,3.34,3.80,4.54,4.61,0.00
2009-12-31,0.04,0.06,0.20,0.47,1.14,1.70,2.69,3.39,3.85,4.58,4.63,0.00
